inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,vote2016
Illinois,1976,Female,Heterosexual / straight,No,High school graduate,Yes,White,Homemaker,Broadband,None,Married,Independent,Not sure,No,Not at all important,Seldom,Never,Nothing in particular,0,Hardly at all,"$60,000 - $69,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Texas,1961,Female,Heterosexual / straight,No,Some college,Yes,Hispanic,Retired,Broadband,None,Married,Republican,Conservative,No,Somewhat important,Seldom,Several times a day,Roman Catholic,0,Only now and then,"$60,000 - $69,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
District of Columbia,1966,Male,Heterosexual / straight,No,High school graduate,Yes,Black,Full-time,Broadband,Broadband,Never married,Independent,Liberal,Yes,Very important,Once or twice a month,Several times a day,Protestant,1,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Ohio,1988,Female,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Married,Not sure,Not sure,Yes,Somewhat important,Seldom,Seldom,Nothing in particular,2,Don't know,"$50,000 - $59,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Maryland,1988,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not too important,Seldom,Seldom,Jewish,0,Only now and then,"$70,000 - $79,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",Yes,Hillary Clinton
North Carolina,1984,Male,Heterosexual / straight,No,High school graduate,Yes,Black,Unemployed,Broadband,None,Never married,Republican,Not sure,No,Not at all important,Never,Never,Nothing in particular,0,Don't know,"Less than $10,000",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
West Virginia,1991,Female,Bisexual,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not at all important,Never,Seldom,Atheist,0,Most of the time,"$10,000 - $19,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
California,1988,Female,Heterosexual / straight,No,Some college,Yes,Hispanic,Homemaker,Broadband,Broadband,Married,Democrat,Conservative,Yes,Somewhat important,Never,A few times a month,Nothing in particular,4,Some of the time,"$20,000 - $29,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Georgia,1998,Female,Heterosexual / straight,No,Some college,Yes,Black,Part-time,Broadband,Dial-up,Never married,Independent,Liberal,Yes,Very important,Once a week,Several times a day,Protestant,0,Some of the time,"$50,000 - $59,999",Other,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Massachusetts,1992,Female,Heterosexual / straight,No,Post-grad,Yes,Black,Full-time,Broadband,Broadband,Domestic / civil partnership,Democrat,Liberal,No,Not at all important,Never,Never,Nothing in particular,0,Some of the time,"$50,000 - $59,999",Rent,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Wisconsin,1953,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,None,Never married,Republican,Very conservative,Yes,Somewhat important,Never,A few times a week,Protestant,0,Most of the time,"$10,000 - $19,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Someone else
Colorado,1992,Female,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Not sure,No,Somewhat important,Seldom,Seldom,Something else,1,Don't know,"$40,000 - $49,999",Other,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Pennsylvania,1972,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Domestic / civil partnership,Democrat,Liberal,Yes,Very important,Once a week,Several times a day,Protestant,1,Most of the time,"$50,000 - $59,999",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
California,1979,Female,Heterosexual / straight,No,No HS,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Republican,Not sure,No,Not too important,Never,Never,Nothing in particular,0,Some of the time,"$10,000 - $19,999",Rent,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,Donald Trump
Colorado,1969,Female,Heterosexual / straight,No,4-year,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Republican,Conservative,Yes,Very important,Once a week,Several times a day,Protestant,0,Hardly at all,"$60,000 - $69,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Georgia,1975,Female,Heterosexual / straight,No,Some college,Yes,Black,Unemployed,Broadband,None,Never married,Democrat,Moderate,No,Very important,A few times a year,Once a day,Protestant,0,Some of the time,"Less than $10,000",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
New York,1963,Female,Heterosexual / straight,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Never married,Democrat,Liberal,Yes,Very important,Don't know,Several times a day,Protestant,0,Most of the time,"$150,000 - $199,999",Own,Suburb,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Mississippi,1965,Male,Heterosexual / straight,No,4-year,Yes,Black,Full-time,Broadband,Broadband,Married,Republican,Very conservative,Yes,Very important,Once or twice a month,Several times a day,Protestant,1,Most of the time,"$120,000 - $149,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
Connecticut,1996,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Independent,Liberal,No,Somewhat important,Once a week,Once a day,Protestant,0,Some of the time,Prefer not to say,Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
North Carolina,1987,Male,Heterosexual / straight,No,High school graduate,Yes,White,Unemployed,Broadband,None,Never married,Republican,Moderate,Yes,Somewhat important,Seldom,Once a day,Nothing in particular,0,Most of the time,"$30,000 - $39,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Illinois,1951,Female,Heterosexual / straight,No,High school graduate,Yes,Black,Retired,Broadband,None,Divorced,Democrat,Liberal,No,Very important,Once a week,Several times a day,Nothing in particular,0,Most of the time,"$20,000 - $29,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Florida,1963,Female,Heterosexual / straight,No,High school graduate,Yes,Black,Unemployed,Broadband,None,Never married,Democrat,Liberal,Yes,Very important,A few times a year,A few times a week,Protestant,0,Most of the time,"$10,000 - $19,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
California,1992,Male,Heterosexual / straight,No,Some college,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Democrat,Very conservative,Yes,Very important,Once or twice a month,Once a day,Protestant,2,Most of the time,"$20,000 - $29,999",Own,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Colorado,1991,Male,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,Broadband,Divorced,Republican,Conservative,No,Very important,Once a week,Several times a day,Mormon,1,Some of the time,"$20,000 - $29,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Someone else
Illinois,1991,Female,Heterosexual / straight,No,High school graduate,Yes,Hispanic,Full-time,Broadband,Broadband,Never married,Not sure,Very liberal,No,Somewhat important,Once or twice a month,Seldom,Roman Catholic,3,Don't know,"$20,000 - $29,999",Rent,City,I am an immigrant to the USA and a naturalized citizen,Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
North Dakota,1977,Male,Gay man,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Moderate,No,Not too important,Seldom,Seldom,Roman Catholic,0,Some of the time,"$20,000 - $29,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Florida,1975,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Somewhat important,Never,A few times a week,Roman Catholic,0,Only now and then,"$40,000 - $49,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
New Jersey,1982,Female,Heterosexual / straight,No,4-year,Yes,White,Part-time,Broadband,None,Married,Independent,Liberal,No,Very important,Once a week,Once a day,Protestant,2,Most of the time,"$350,000 - $499,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
Louisiana,1980,Female,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,Broadband,Never married,Republican,Conservative,Yes,Somewhat important,Seldom,A few times a week,Protestant,1,Most of the time,Prefer not to say,Other,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Donald Trump
Colorado,1965,Female,Heterosexual / straight,No,2-year,Yes,Hispanic,Student,Broadband,Broadband,Married,Democrat,Liberal,No,Somewhat important,Seldom,Seldom,Nothing in particular,2,Most of the time,"$40,000 - $49,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,Hillary Clinton
Arizona,1954,Male,Heterosexual / straight,No,High school graduate,Yes,Hispanic,Retired,Broadband,Broadband,Married,Republican,Very conservative,No,Very important,A few times a year,Several times a day,Nothing in particular,0,Most of the time,"$70,000 - $79,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,Donald Trump
Ohio,1975,Male,Gay man,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not at all important,Never,Seldom,Nothing in particular,0,Some of the time,"$150,000 - $199,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,Hillary Clinton
